10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
12/18/2024 06:19:30	AP90	518	atikṛtiḥ	2 N. of a metre of LB 4 lines, each line containing 25 syllables	2 N. of a metre of 4 lines, each line containing 25 syllables	Typo – Please keep the line continuous and unbroken.	srhodes@snowcrest.net	
12/18/2024 06:32:33	SHS	698	atikraśa	Thin emaciated	Thin, emaciated	Typo	srhodes@snowcrest.net	
12/18/2024 06:46:31	AP90	528	atikhaṭva	bedstead, able to dispense with a bed-stead	bedstead, able to dispense with a bedstead	"Typo – Please note that the word ""bedstead"" has been spelled two ways! Please consider this as a Global Correction across all dictionaries."	srhodes@snowcrest.net	
12/18/2024 11:19:43	MW	61738	khāṭā	Toggling Headwords in Hierarchy Display	"Please note that when I enter the Headword ""khāṭā"" in the search field, it of course appears in the Display window, but then the Headword ""khāṭī"" is missing from the Hiearchy Display – though it incorrectly appears in the Window Display of the Headword khāṭā."	Toggling Headwords in Hierarchy Display	srhodes@snowcrest.net	
12/18/2024 11:23:02	MW	61739	khāṭī	Toggling Headwords in Hierarchy Display	"Please note that when I enter the Headword ""khāṭī"" in the search field, it of course appears in the Display window, but then the Headword ""khāṭā"" is missing from the Hierarchy Display – though it incorrectly appears in the Window Display of the Headword khāṭī."	Toggling Headwords in Hierarchy Display	srhodes@snowcrest.net	
12/18/2024 11:37:41	MW	2591	atigandha	lemon-grass	lemongrass OR lemon grass	Typo – Please note that this is a suggested Global Print Change across all dictionaries. This word should be one word OR two words, but without hyphen!	srhodes@snowcrest.net	
12/18/2024 12:13:43	AP90	535	atigahana	Missing Headword	"Please consider adding the Headword: ""atigavhara"" which is cited here in the window display."	Missing Headword	srhodes@snowcrest.net	
12/18/2024 12:19:43	SHS	707	atiguhā	pṛṣṇiparṇī	pṛśniparṇī	Typo – Please note that this correction has been established on two accounts: 1) MW declares it to be so; 2) Shabda also declares it to be so (go ahead and look up the word). Kaching!	srhodes@snowcrest.net	
12/18/2024 12:21:50	AP90	538	atiguhā	pṛśriparṇī	pṛśniparṇī	Typo – Please note that this correction has been established on two accounts: 1) MW declares it to be so; 2) Shabda also declares it to be so (go ahead and look up the word). Kaching!	srhodes@snowcrest.net	
12/18/2024 12:29:37	AP90	542	atigha	Worth	Wrath	"Typo – Please note that this is a suggested ""Print Change"" based upon MW as well as the context of the current definition. ""Weapon and Wrath"" seem more closely related than ""Weapon and Worth""."	srhodes@snowcrest.net	
12/18/2024 12:39:23	AP90	551	aticchatraḥ	Anesum	Anisum	Typo	srhodes@snowcrest.net	
12/18/2024 12:44:15	MW	2615	atichattra	Missing Headword	"You may choose to add the Headword: ""atichattrā"" which is listed here in the window display."	Missing Headword	srhodes@snowcrest.net	
12/18/2024 12:52:27	SHS	716	atiḍīna	lofty. or	lofty or	Typo	srhodes@snowcrest.net	
12/18/2024 17:17:17	MW	224373	śvas	(cf. √3. -śuṣ)	(cf. √3. śuṣ)	Typo – Please note that Scott has found a small needle on top of a large Haystack – Kaching!	srhodes@snowcrest.net	
12/18/2024 17:23:05	MW	224373	śvas	for śvasamāna See	for śvasāna, see	Typo – Please note that Scott has found a second needle in Haystack – Kaching!	srhodes@snowcrest.net	
12/19/2024 03:21:38	MW	52002	kutūhala	extra-ordinary	extraordinary	Typo – Please note that this is a suggested Global correction across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards.	srhodes@snowcrest.net	
12/19/2024 04:10:04	MW	66314	guhya	gúhya n. the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛ́hya)	the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛhya)	"Typo – Please note that this correction follows the printed text. Also, bear in mind that neither the Headword ""guhya"" nor the gender ""neuter"" has changed, therefore it does not need to be restated here. Also, please note the removal of accent which I do not see present on the printed page, thus the correction also made here: ""gṛhya""."	srhodes@snowcrest.net	
12/19/2024 04:10:04	MW	66314	guhya	gúhya n. the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛ́hya)	the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛhya)	"Typo – Please note that this correction follows the printed text. Also, bear in mind that neither the Headword ""guhya"" nor the gender ""neuter"" has changed, therefore it does not need to be restated here. Also, please note the removal of accent which I do not see present on the printed page, thus the correction also made here: ""gṛhya""."	srhodes@snowcrest.net	
12/19/2024 04:10:04	MW	66314	guhya	gúhya n. the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛ́hya)	the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛhya)	"Typo – Please note that this correction follows the printed text. Also, bear in mind that neither the Headword ""guhya"" nor the gender ""neuter"" has changed, therefore it does not need to be restated here. Also, please note the removal of accent which I do not see present on the printed page, thus the correction also made here: ""gṛhya""."	srhodes@snowcrest.net	
12/19/2024 04:10:04	MW	66314	guhya	gúhya n. the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛ́hya)	the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛhya)	"Typo – Please note that this correction follows the printed text. Also, bear in mind that neither the Headword ""guhya"" nor the gender ""neuter"" has changed, therefore it does not need to be restated here. Also, please note the removal of accent which I do not see present on the printed page, thus the correction also made here: ""gṛhya""."	srhodes@snowcrest.net	
12/19/2024 04:10:04	MW	66314	guhya	gúhya n. the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛ́hya)	the pudenda, Suśr.; VarBṛS.; Kathās. ii, 56 (cf. 1. gṛhya)	"Typo – Please note that this correction follows the printed text. Also, bear in mind that neither the Headword ""guhya"" nor the gender ""neuter"" has changed, therefore it does not need to be restated here. Also, please note the removal of accent which I do not see present on the printed page, thus the correction also made here: ""gṛhya""."	srhodes@snowcrest.net	
12/19/2024 04:14:28	MW	66314	guhya	(cf. 1. gṛ́hya)	(cf. 2. gṛ́hya)	"Typo – Please note that this is a revised correction, based upon further investigation. Of course you may look this up to verify this ""print change""."	srhodes@snowcrest.net	
12/19/2024 05:40:00	AP90	560	atitarāṃ	Missing Headword	"You may choose to add the Headword: ""atitamām"" which is mentioned here. Also please note MY spelling with the final letter ""m"". It is worth mentioning that in the Sanskrit Language a word never ends in ""ṃ"" unless followed by a ANOTHER WORD that allows that SANDHI transformation. But a solitary listing of a Headword in a dictionary should NEVER end in the anusvāra. This comment is LONG overdo; now please DO something about it! (i.e. make the correction globally in this APTE dictionary)."	Missing Headword	srhodes@snowcrest.net	
12/19/2024 06:04:00	SHS	720	atithi	the son of KUSĀ. and grandson of RĀMĀ.	the son of KUŚA and grandson of RĀMA.	Typo	srhodes@snowcrest.net	
12/19/2024 06:04:00	SHS	720	atithi	the son of KUSĀ. and grandson of RĀMĀ.	the son of KUŚA and grandson of RĀMA.	Typo	srhodes@snowcrest.net	
12/19/2024 06:07:37	AP90	566	atithiḥ	hospitality attention to the guests	hospitality, attention to the guests	Typo	srhodes@snowcrest.net	
12/19/2024 10:18:12	SHS	732	atiduṣkara	Very arduous. very difficult.	Very arduous, very difficult.	"Typo – Please note that the punctuation cannot be a ""period"" for two reasons: 1) There is no proper sentence;  2) The second word ""very"" is not capitalized."	srhodes@snowcrest.net	
12/19/2024 10:28:47	AP90	579	atidhṛtiḥ	aticchadaṃs	aticchandas	"Typo – Also please note that it is slightly confusing to see the vertical column of numbers on the left: ""1 4 2"". This could be remedied in two ways: 1) Move the number ""4"" to the previous line; 2) spell out the number ""four"" so as to break the vertical column of digits."	srhodes@snowcrest.net	
12/19/2024 10:33:12	MW	102079	dhairyavṛtti	ujjhita-dhai-rya-vṛttir v.l. vṛttam	ujjhita-dhairya-vṛttir, v.l. vṛttam	"Typo – Please note that the word ""dhairya"" should not be hyphenated, this was only done due to a line break on the printed page."	srhodes@snowcrest.net	
12/19/2024 11:18:37	AP90	579	atipattiḥ	foot-soldier	foot soldier	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/19/2024 11:18:45	AP90	596	atipattiḥ	foot-soldier	foot soldier	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/19/2024 11:23:24	MW	3072	atipara	over come	overcome	"Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"" you could make this target correction: ""over come"" ——becomes—— ""overcome"" as this is very likely the intended sense (in other words, perhaps no other grammatical construction of these two consecutive words is possible)."	srhodes@snowcrest.net	
12/19/2024 11:28:06	LRV	657	atipatra	teak-tree	teak tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""teak"" is not an exception!"	srhodes@snowcrest.net	
12/19/2024 11:28:10	LRV	657	atipatra	teak-tree	teak tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""teak"" is not an exception!"	srhodes@snowcrest.net	
12/19/2024 11:28:10	LRV	657	atipatra	teak-tree	teak tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""teak"" is not an exception!"	srhodes@snowcrest.net	
12/19/2024 11:28:10	LRV	657	atipatra	teak-tree	teak tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""teak"" is not an exception!"	srhodes@snowcrest.net	
12/19/2024 11:35:41	MW	3091	atipramāṇa	measure immense	measure, immense	"Typo – Namaste Jim, I hope that you are enjoying the Holidays and having plenty of Rest and Relaxation. As for me, it is ""nose to the grind"". I am looking forward to our next batch of corrections across several dictionaries."	srhodes@snowcrest.net	
12/19/2024 11:38:47	LRV	665	atipraśna	Bṛihadāraṇyaka	Bṛhadāraṇyaka	Typo	srhodes@snowcrest.net	
12/19/2024 12:21:50	MW	149044	bhavamanyu	(cf. bhāva)	(cf. -bhāva)	"Typo – please note that the reference cited here is the word: ""bhavabhāva"", which is offered as a contrast to the current Headword."	srhodes@snowcrest.net	
12/19/2024 15:02:16	MW	121928	pādanicṛt	(w.r. -ni-vrit)	(w.r. -ni-vṛt)	Typo	srhodes@snowcrest.net	
12/19/2024 15:21:57	AP90	606	atipraśnaḥ	Vālāki's question to Yājñavalkya about Brahma in bṛhadāraṇyakopaniṣad	Bālāki's question to Yājñavalkya about Brahma in Bṛhadāraṇyakopaniṣad	"Typo – Please note that the correction 1) ""Bālāki"" is according to all dictionaries (including APTE!);  LB 2) The capital letter ""B"" is for the purpose of a TITLE. For example, if you purchase the book: ""Bṛhadāraṇyakopaniṣad"", I am certain that the first letter ""B"" of this Book Title will confirm this correction, so take it up with the publisher (if you disagree). For example, you could write to the publisher and say, ""There are no capital letters in Sanskrit"" (LOL). Since I do not take breaks from study, I need to at least have a laugh now and then!"	srhodes@snowcrest.net	
12/19/2024 15:28:58	AP90	609	atiprauḍhā	grownup	grown-up	"Typo – Please note that this is a suggested correction based on what I consider to be the more correct form. In English as well as Sanskrit some words become ""ok"" through usage, even though grammatically being incorrect."	srhodes@snowcrest.net	
